Base_datos;Grupo;Tabla;Columna;Tipo_dato;Descripcion
"ms_malla_turnos";"Intercambio, novedades e importacion";"shift_swap_request";"decision_reason";"TEXT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"shift_swap_request";"decided_by";"UUID NULL";"ms_auth"
"ms_malla_turnos";"Intercambio, novedades e importacion";"shift_swap_request";"decided_at";"TIMESTAMPTZ NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"shift_swap_request";"created_at";"TIMESTAMPTZ NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"shift_swap_request";"updated_at";"TIMESTAMPTZ NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"id";"UUID PK";"Novedad vinculada a malla (#18)."
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"company_id";"UUID NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"grid_id";"UUID NOT NULL";"FK -> schedule_grid.id"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"cell_id";"UUID NULL";"FK -> schedule_cell.id"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"employee_id";"UUID NOT NULL";"ms_employee"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"work_date";"DATE NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"cell_state_id";"UUID NULL";"entity_status (param)"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"description";"TEXT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"source";"VARCHAR(40) NOT NULL";"manual | th_import | sistema"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"created_by";"UUID NULL";"ms_auth"
"ms_malla_turnos";"Intercambio, novedades e importacion";"schedule_novelty";"created_at";"TIMESTAMPTZ NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"id";"UUID PK";"Import Excel (#20)."
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"company_id";"UUID NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"front_id";"UUID NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"import_type";"VARCHAR(40) NOT NULL";"catalogos | malla_borrador | novedades_th"
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"file_name";"VARCHAR(255) NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"status";"VARCHAR(20) NOT NULL";"cargado | descubierto | confirmado | aplicado | error"
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"summary_json";"JSONB NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"uploaded_by";"UUID NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_batch";"created_at";"TIMESTAMPTZ NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"id";"UUID PK";"Fila staging."
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"company_id";"UUID NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"batch_id";"UUID NOT NULL";"FK -> excel_import_batch.id"
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"row_number";"INT NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"payload_json";"JSONB NOT NULL";""
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"action";"VARCHAR(40) NULL";"crear | mapear | ignorar"
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"status";"VARCHAR(20) NOT NULL";"pendiente | aceptada | rechazada | aplicada"
"ms_malla_turnos";"Intercambio, novedades e importacion";"excel_import_row";"message";"TEXT NULL";""
"ms_audit (reutilizar)";"Ya existe en GRH — solo UUID logico";"audit_log / timeline";"como se usa";"API ms_audit";"NO crear schedule_cell_history en malla. Cada cambio de celda/publicacion/swap emite evento a ms_audit (affectedTable, operation, oldData, newData) y/o timeline_event. La UI de historial consulta audit."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"company_id";"ms_company_admin / JWT";"Tenant."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"employee_id";"ms_employee";"Persona por API."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"area_id / cargo_id / positions";"ms_parametrization";"organizational_areas, positions."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"user_id / roles / permisos";"ms_auth RBAC";"Sin front_role_scope."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"festivos / calendario";"company_calendar + national_holidays";"Ya existen."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"jornada contractual";"work_schedule + schedule_assignment";"NO usar como plantilla de malla."
"EXTERNO GRH";"Ya existe en GRH — solo UUID logico";"EXTERNO";"notificaciones";"ms_notification";"Eventos de publicacion/cambios."
"NO CREAR";"Eliminado del diseno";"front_role_scope";"—";"N/A";"Roles se manejan con RBAC ms_auth."
"NO CREAR";"Eliminado del diseno";"attendance_site_front";"—";"N/A";"Si usa_sitio, el frente usa el catalogo empresa; no hace falta N:M."
"NO CREAR";"Eliminado del diseno";"shift_template_day_schedule";"—";"N/A";"Un turno = un horario fijo. Variacion diaria ya la cubre work_schedule (contractual), no la plantilla operativa."
"NO CREAR";"Eliminado del diseno";"territory_level + territory_node";"—";"N/A";"Reemplazados por territory (arbol parent_id)."
"NO CREAR";"Eliminado del diseno";"campaign";"—";"N/A";"Renombrado a operational_label (etiquetas transversales)."
"NO CREAR";"Eliminado del diseno";"cell_state (tabla propia)";"—";"N/A";"Reutilizar entity_status con entity_type=malla_cell_state."
"NO CREAR";"Eliminado del diseno";"validation_rule";"—";"N/A";"Se eliminan reglas operativas / restricciones de asignacion / cobertura / compensatorio / normas del diseno."
"NO CREAR";"Eliminado del diseno";"coverage_rule / compensatory_rule / assignment_restriction / operational_norm";"—";"N/A";"Fuera del alcance de BD (sesion + revision)."
"NO CREAR";"Eliminado del diseno";"payroll_cutoff";"—";"N/A";"Eliminado sesion #6."
"NO CREAR";"Eliminado del diseno";"work_modality_front";"—";"N/A";"Modalidad global."
"NO CREAR";"Eliminado del diseno";"swap_monthly_limit";"—";"N/A";"Sin tope #16."
"NO CREAR";"Eliminado del diseno";"schedule_cell_history";"—";"N/A";"Pasa a ms_audit."
"NO CREAR";"Eliminado del diseno";"catalog_code_sequence en malla";"—";"N/A";"Se mueve a ms_parametrization (transversal)."
